,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood,property_type,room_type,bedrooms,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,price,price_avg,price_std,beds,accommodates,reviews_per_month,availability_60,availability_90,availability_365,revenue,booking_rate,bathrooms_text,price_per_person,accom_per_bed,price_surge_percent,price_std_percent
1418,"Venice, Italy",within an hour,100.0,99.0,f,San Polo,8,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,3,1125,t,6,323,66,6,4.66,4.78,4.63,4.83,4.83,4.9,4.65,t,77.02739726027397,77.02739726027397,8.170525630965004,3.0,4.0,4.09,12,20,163,37.43835616438356,44.657534246575345,1 bath,19.256849315068493,1.3333333333333333,0.0,10.607298080392056
1419,"Venice, Italy",within an hour,100.0,98.0,f,San Marco,10,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,1,1125,t,1,46,4,1,4.43,4.54,4.57,4.81,4.67,4.95,4.17,t,119.36986301369863,119.36986301369863,9.221789249337956,1.0,2.0,0.57,12,42,223,72.68493150684931,61.09589041095891,1 bath,59.68493150684932,2.0,0.0,7.725391498756837
1420,"Venice, Italy",within an hour,99.0,99.0,t,San Marco,22,"['email', 'phone', 'work_email']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,4,365,t,0,116,16,4,4.7,4.79,4.75,4.68,4.66,4.93,4.55,t,147.22465753424657,147.22465753424657,20.252904966114365,2.0,2.0,1.48,14,44,221,93.54246575342465,60.54794520547945,1 bath,73.61232876712329,1.0,0.0,13.756462609806544
1421,"Venice, Italy",within an hour,100.0,98.0,f,Cannaregio,126,"['email', 'phone', 'work_email']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,1,1125,t,4,90,10,0,4.6,4.79,4.83,4.45,4.66,4.97,4.63,t,210.68493150684932,210.68493150684932,12.38449570451643,2.0,4.0,1.16,9,39,264,152.12328767123287,72.32876712328768,1 bath,52.67123287671233,2.0,0.0,5.878206673795185
1422,host location not available,within an hour,100.0,100.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,3,1125,t,2,62,16,2,4.85,4.95,4.97,4.98,4.95,4.89,4.83,t,99.0,99.0,0.0,3.0,6.0,0.83,9,21,21,5.695890410958904,5.7534246575342465,1 bath,16.5,2.0,0.0,0.0
1423,"Venice, Italy",within an hour,100.0,67.0,t,host neighbourhood not available,6,"['email', 'phone']",t,"Venice, Veneto, Italy",Room in bed and breakfast,Hotel room,1.0,1,10,t,8,18,9,0,4.78,4.94,4.83,4.89,4.89,4.89,4.83,f,485.86575342465756,485.86575342465756,422.9389663899307,2.0,3.0,0.23,31,53,53,24.63013698630137,14.520547945205479,1 private bath,161.9552511415525,1.5,0.0,87.04852387903796
1424,host location not available,within an hour,100.0,94.0,f,Murano,1,"['email', 'phone']",f,"Murano, (Ve), Italy",Entire rental unit,Entire home/apt,1.0,3,1125,t,9,23,5,0,4.96,5.0,5.0,5.0,4.96,4.91,4.95,t,130.0,130.0,0.0,2.0,3.0,0.3,21,49,265,94.38356164383562,72.6027397260274,1 bath,43.333333333333336,1.5,0.0,0.0
1425,"Venice, Italy",within a day,100.0,40.0,f,Lido,3,"['email', 'phone']",t,"Lido, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,14,1125,t,21,3,0,0,4.0,3.33,3.0,3.67,4.33,3.67,4.0,f,70.0,70.0,0.0,2.0,2.0,0.04,51,81,356,68.27397260273973,97.53424657534246,1 bath,35.0,1.0,0.0,0.0
1426,"Venice, Italy",within an hour,100.0,100.0,f,host neighbourhood not available,5,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.6205795991318779,2,30,t,11,101,14,3,4.84,4.9,4.9,4.88,4.94,4.63,4.87,t,85.27945205479452,85.27945205479452,6.4342609509287065,1.0,2.0,1.28,28,28,28,5.975342465753425,7.671232876712329,1 bath,42.63972602739726,2.0,0.0,7.54491357049821
1427,"Venice, Italy",within a few hours,75.0,100.0,f,San Marco,4,"['email', 'phone', 'work_email']",t,"Venice, Veneto, Italy",Private room in bed and breakfast,Private room,1.0,1,365,t,12,11,1,0,4.9,5.0,4.9,5.0,4.7,4.8,4.8,t,760.745205479452,760.745205479452,354.16595765366947,1.0,3.0,0.14,40,70,96,59.49589041095891,26.301369863013697,1.5 baths,253.58173515981733,3.0,0.0,46.555135031112016
1428,"Venice, Italy",within an hour,100.0,67.0,t,host neighbourhood not available,6,"['email', 'phone']",t,"Venice, Veneto, Italy",Private room in bed and breakfast,Private room,1.0,1,15,t,5,0,0,0,4.699328233657858,4.765781402481528,4.7581486128537565,4.812938798271295,4.800136604404795,4.833939774153075,4.652796598354941,f,116.35616438356165,116.35616438356165,18.65709206035944,3.0,2.0,1.8503838664812238,27,52,52,21.205479452054796,14.246575342465754,1.5 baths,58.178082191780824,0.6666666666666666,0.0,16.03446809990863
1429,"Rome, Italy",within a day,67.0,33.0,f,Castello,3,"['email', 'phone']",f,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,2,1125,t,0,19,1,0,4.76,4.88,4.82,4.82,4.76,4.88,4.65,f,110.0,110.0,0.0,2.0,4.0,0.24,0,24,299,90.10958904109589,81.91780821917808,1 bath,27.5,2.0,0.0,0.0
1430,"Venice, Italy",within an hour,100.0,67.0,t,host neighbourhood not available,6,"['email', 'phone']",t,"Venice, Veneto, Italy",Private room in rental unit,Private room,1.0,1,3,t,4,11,2,0,4.82,4.73,4.82,5.0,4.91,4.82,4.73,f,479.25479452054793,479.25479452054793,427.79366015712606,1.0,2.0,0.16,19,39,39,14.712328767123287,10.684931506849315,1 private bath,239.62739726027397,2.0,0.0,89.26225987683563
1431,"Venice, Italy",within an hour,100.0,100.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire condo,Entire home/apt,2.0,2,30,t,8,276,43,8,4.97,4.97,4.99,4.96,4.99,4.92,4.92,t,116.59726027397261,116.59726027397261,36.36777182668904,4.0,5.0,3.58,28,58,148,49.80821917808219,40.54794520547945,2 baths,23.31945205479452,1.25,0.0,31.190931709059395
1432,"Venice, Italy",within an hour,100.0,98.0,t,San Marco,134,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,1,1125,t,10,63,12,2,4.84,4.89,4.75,4.83,4.92,4.94,4.52,t,468.23835616438356,468.23835616438356,66.13244833336435,3.0,5.0,0.81,24,54,329,422.0493150684932,90.13698630136986,2 baths,93.64767123287672,1.6666666666666667,0.0,14.123671728880613
1433,"Venice, Italy",within a day,100.0,68.0,f,host neighbourhood not available,2,"['email', 'phone', 'work_email']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,3.0,2,1125,t,0,304,7,0,4.79,4.87,4.89,4.83,4.9,4.96,4.71,f,250.0,250.0,0.0,4.0,6.0,3.86,0,0,129,88.35616438356165,35.342465753424655,2 baths,41.666666666666664,1.5,0.0,0.0
1434,"Venice, Italy",within an hour,100.0,100.0,f,Lido,4,"['email', 'phone']",t,"Venezia Lido, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,3,30,t,6,82,9,1,4.46,4.67,4.58,4.8,4.79,4.81,4.36,t,71.04109589041096,71.04109589041096,10.483422754133231,3.0,4.0,1.03,22,49,204,41.35616438356164,55.89041095890411,1 bath,17.76027397260274,1.3333333333333333,0.0,14.756842673577438
1435,"Venice, Italy",within an hour,100.0,80.0,f,Dorsoduro/Accademia,4,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,5,270,t,0,55,0,0,4.87,4.82,4.93,4.92,4.96,4.94,4.77,f,115.72054794520548,115.72054794520548,11.908245353167661,1.0,2.0,0.7,1,1,1,0.38082191780821917,0.273972602739726,1 bath,57.86027397260274,2.0,0.0,10.29051932834461
1436,host location not available,within an hour,100.0,97.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Venice, Italy",Entire rental unit,Entire home/apt,2.0,3,29,t,2,91,15,5,4.84,4.85,4.86,4.76,4.82,4.92,4.69,t,131.42465753424656,131.42465753424656,5.043540663423241,2.0,4.0,1.18,11,41,316,113.61643835616438,86.57534246575342,1.5 baths,32.85616438356164,2.0,0.0,3.8375908737741984
1437,"Venice, Italy",response not available,96.16273880909218,0.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,2,1125,t,1,35,0,0,4.94,4.97,5.0,5.0,4.97,4.85,5.0,f,59.0,59.0,0.0,4.0,4.0,0.45,1,2,5,0.8082191780821918,1.36986301369863,1 bath,14.75,1.0,0.0,0.0
1438,"Venice, Italy",within an hour,100.0,91.0,f,host neighbourhood not available,2,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,1,1125,t,6,132,19,5,4.8,4.89,4.81,4.88,4.81,4.96,4.75,f,126.4904109589041,126.4904109589041,8.093752922415543,1.0,2.0,1.68,29,59,332,115.06575342465753,90.95890410958904,1 bath,63.24520547945205,2.0,0.0,6.398708693455942
1439,"London, United Kingdom",within an hour,98.0,99.0,f,San Polo,27,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,2,1125,t,6,95,2,1,4.51,4.57,4.62,4.67,4.71,4.82,4.46,t,171.0,171.0,0.0,1.0,4.0,1.19,36,66,341,159.75616438356164,93.42465753424658,1.5 baths,42.75,4.0,0.0,0.0
1440,"London, United Kingdom",within an hour,98.0,99.0,f,San Polo,27,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,2,1125,t,4,59,6,0,4.51,4.69,4.73,4.61,4.53,4.72,4.63,t,214.0,214.0,0.0,5.0,6.0,0.75,9,39,295,172.95890410958904,80.82191780821918,2 baths,35.666666666666664,1.2,0.0,0.0
1441,"Venice, Italy",within an hour,100.0,94.0,t,Castello,7,"['email', 'phone']",t,"Venice, Veneto, Italy",Room in serviced apartment,Hotel room,1.0,2,1125,t,0,86,4,1,4.79,4.76,4.61,4.85,4.87,4.91,4.64,t,49.0,49.0,10.81309747126499,1.0,2.0,1.09,0,0,25,4.4520547945205475,6.8493150684931505,1 shared bath,24.5,2.0,0.0,22.067545859724472
1442,"Motta di Livenza, Italy",response not available,96.16273880909218,50.0,f,host neighbourhood not available,2,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,7,90,t,0,55,0,0,4.91,4.98,4.95,5.0,5.0,5.0,4.78,f,150.0,150.0,0.0,1.0,2.0,0.84,0,0,96,39.45205479452055,26.301369863013697,1 bath,75.0,2.0,0.0,0.0
1443,"Venice, Italy",within an hour,100.0,100.0,f,Castello,1,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,3.0,3,1125,t,4,149,6,0,4.85,4.8,4.89,4.9,4.94,4.86,4.79,t,182.54246575342466,182.54246575342466,9.649715559894673,4.0,6.0,1.87,13,43,314,156.8027397260274,86.02739726027397,1 bath,30.423744292237444,1.5,0.0,5.286285314524758
1444,"Venice, Italy",within an hour,100.0,100.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,2,1125,t,0,395,67,6,4.7,4.85,4.75,4.91,4.84,4.91,4.76,f,89.41643835616438,89.41643835616438,10.093342024023045,2.0,2.0,4.96,3,30,205,50.28493150684932,56.16438356164384,1 bath,44.70821917808219,1.0,0.0,11.288016174183937
1445,host location not available,within an hour,100.0,100.0,t,Giudecca,1,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire loft,Entire home/apt,1.0,3,180,t,2,78,20,2,4.76,4.94,4.83,4.95,4.91,4.84,4.74,t,89.57534246575342,89.57534246575342,12.705365536363542,3.0,4.0,0.99,8,8,47,12.04109589041096,12.876712328767123,2 baths,22.393835616438356,1.3333333333333333,0.0,14.18399884010611
1446,"Udine, Italy",response not available,96.16273880909218,93.0969346598548,f,host neighbourhood not available,1,"['email', 'phone']",f,neighbourhood not available,Entire home,Entire home/apt,1.6205795991318779,5,1125,t,0,0,0,0,4.699328233657858,4.765781402481528,4.7581486128537565,4.812938798271295,4.800136604404795,4.833939774153075,4.652796598354941,f,120.0,120.0,0.0,4.0,4.0,1.8503838664812238,0,0,0,0.0,0.0,1 bath,30.0,1.0,0.0,0.0
1447,"Venice, Italy",within an hour,100.0,100.0,f,San Polo,15,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,2,1125,t,1,262,63,5,4.77,4.84,4.82,4.93,4.94,4.93,4.7,t,144.04383561643834,144.04383561643834,21.142458884084707,3.0,4.0,3.35,5,14,193,79.32054794520548,52.87671232876713,1 bath,36.010958904109586,1.3333333333333333,0.0,14.677794987619672
1448,"Venice, Italy",within a few hours,100.0,91.0,t,Cannaregio,23,"['email', 'phone']",f,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,3.0,1,60,t,4,1,1,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,t,2700.27397260274,2700.27397260274,4181.289617366064,5.0,6.0,0.34,19,47,285,1702.041095890411,78.08219178082192,2 baths,450.04566210045664,1.2,0.0,154.84686590286253
1449,"Venice, Italy",within an hour,100.0,100.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,2,5,t,0,165,34,7,4.85,4.9,4.9,4.82,4.87,4.93,4.8,t,176.94520547945206,176.94520547945206,15.562608762989056,3.0,4.0,2.15,4,9,221,110.05205479452054,60.54794520547945,1 bath,44.236301369863014,1.3333333333333333,0.0,8.795157077480848
1450,"Dolo, Italy",within an hour,100.0,98.0,t,host neighbourhood not available,4,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,3.0,2,1125,t,3,25,8,1,4.96,5.0,5.0,5.0,5.0,5.0,5.0,f,350.0,350.0,0.0,4.0,7.0,0.34,11,38,60,57.534246575342465,16.43835616438356,3 baths,50.0,1.75,0.0,0.0
1451,host location not available,within an hour,100.0,99.0,f,San Marco,2,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,2,29,t,4,153,41,6,4.83,4.87,4.93,4.85,4.89,4.99,4.77,t,188.95890410958904,188.95890410958904,4.1945751077059565,4.0,5.0,1.95,11,41,281,145.5068493150685,76.98630136986301,1 bath,37.79178082191781,1.25,0.0,2.2198345865052547
1452,"Venice, Italy",within an hour,100.0,100.0,t,Cannaregio,7,"['email', 'phone']",t,neighbourhood not available,Entire home,Entire home/apt,1.0,2,1125,t,0,55,8,2,4.75,4.8,4.87,4.84,4.93,4.82,4.69,t,132.7945205479452,132.7945205479452,12.854809362229934,2.0,4.0,0.71,12,42,317,114.38356164383562,86.84931506849315,2 baths,33.1986301369863,2.0,0.0,9.680225742137253
1453,"Venice, Italy",within an hour,100.0,91.0,t,host neighbourhood not available,4,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire home,Entire home/apt,3.0,1,1125,t,1,84,14,2,4.93,4.96,4.94,4.98,4.98,4.79,4.89,f,168.15068493150685,168.15068493150685,18.26083242634927,3.0,6.0,1.07,13,43,316,148.37534246575342,86.57534246575342,3 baths,28.025114155251142,2.0,0.0,10.85980258349081
1454,"Venice, Italy",within a day,70.0,79.0,f,Santa Croce,2,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,2,1125,t,9,105,5,0,4.83,4.86,4.88,4.89,4.91,4.95,4.78,f,297.1232876712329,297.1232876712329,11.300035502083023,2.0,4.0,1.34,33,63,332,270.4246575342466,90.95890410958904,2 baths,74.28082191780823,2.0,0.0,3.803147033896084
1455,"Treviso, Italy",within an hour,100.0,99.0,t,Dorsoduro/Accademia,3,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,3,45,t,1,96,18,0,4.91,4.94,4.92,4.98,4.94,4.85,4.85,t,139.04109589041096,139.04109589041096,21.147986132893212,3.0,3.0,1.32,3,21,263,99.42465753424658,72.05479452054794,1 bath,46.34703196347032,1.0,0.0,15.209881652228615
1456,"Cantù, Italy",response not available,96.16273880909218,93.0969346598548,f,host neighbourhood not available,2,"['email', 'phone']",f,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,7,1125,t,0,0,0,0,4.699328233657858,4.765781402481528,4.7581486128537565,4.812938798271295,4.800136604404795,4.833939774153075,4.652796598354941,f,164.24657534246575,164.24657534246575,22.600071004166033,4.0,4.0,1.8503838664812238,0,0,0,0.0,0.0,1 bath,41.06164383561644,1.0,0.0,13.75984306342052
1457,Italy,within an hour,100.0,100.0,t,Castello,1,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,2,28,t,2,344,38,4,4.94,4.96,4.98,4.94,4.97,4.99,4.87,t,195.36712328767123,195.36712328767123,21.037303698943237,3.0,6.0,4.39,2,2,2,1.0547945205479452,0.547945205479452,2 baths,32.56118721461187,2.0,0.0,10.768087969420804
1458,"Venice, Italy",within an hour,100.0,100.0,t,Castello,2,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,4,30,t,0,142,32,4,4.94,4.97,4.99,4.99,4.96,4.96,4.85,t,111.04109589041096,111.04109589041096,14.926963540987382,1.0,2.0,1.84,7,32,218,64.38356164383562,59.726027397260275,1 bath,55.52054794520548,2.0,0.0,13.442737953270157
1459,"Vicenza, Italy",a few days or more,0.0,82.0,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,3,30,t,4,43,6,1,4.81,4.88,4.88,4.91,4.88,4.98,4.79,t,318.0383561643836,318.0383561643836,54.44312141876008,2.0,4.0,0.55,6,11,11,8.843835616438357,3.0136986301369864,2 baths,79.5095890410959,2.0,0.0,17.1184136641117
1460,host location not available,within an hour,100.0,100.0,t,San Marco,1,"['email', 'phone']",f,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,3,1125,t,1,82,13,2,4.95,4.98,4.95,4.91,4.91,5.0,4.89,t,161.63561643835615,161.63561643835615,22.714940198119155,3.0,4.0,1.05,11,12,12,5.4,3.287671232876712,1.5 baths,40.40890410958904,1.3333333333333333,0.0,14.053177572272304
1461,"Venice, Italy",within an hour,100.0,50.0,f,Castello,1,"['email', 'phone']",f,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,4,1125,t,1,6,2,0,4.83,5.0,5.0,5.0,5.0,4.83,4.67,f,103.35616438356165,103.35616438356165,11.491002049637444,1.0,2.0,0.08,10,31,296,81.42465753424658,81.0958904109589,1 bath,51.678082191780824,2.0,0.0,11.117868119596201
1462,host location not available,within an hour,100.0,100.0,t,host neighbourhood not available,2,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,3.0,2,29,t,6,330,51,6,4.7,4.77,4.83,4.85,4.78,4.85,4.71,t,149.5068493150685,149.5068493150685,3.1058403318252155,3.0,5.0,4.18,10,40,305,125.34246575342466,83.56164383561644,1.5 baths,29.901369863013702,1.6666666666666667,0.0,2.0773899965479266
1463,"Venice, Italy",within an hour,100.0,94.0,t,Castello,7,"['email', 'phone']",t,"Venice, Veneto, Italy",Room in serviced apartment,Hotel room,1.0,2,30,t,0,120,10,1,4.59,4.55,4.66,4.82,4.78,4.82,4.55,t,53.153424657534245,53.153424657534245,12.17471350602493,1.0,1.0,1.51,5,30,190,30.58082191780822,52.054794520547944,1 shared bath,53.153424657534245,1.0,0.0,22.904852480279878
1464,host location not available,within an hour,100.0,100.0,t,host neighbourhood not available,2,"['email', 'phone']",t,neighbourhood not available,Private room in rental unit,Private room,1.0,2,1125,t,0,71,0,0,4.63,4.84,4.85,4.64,4.67,4.77,4.77,t,90.0,90.0,0.0,1.0,2.0,0.9,4,34,299,73.72602739726027,81.91780821917808,1 bath,45.0,2.0,0.0,0.0
1465,"Venice, Italy",response not available,96.16273880909218,93.0969346598548,f,San Polo,1,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire home,Entire home/apt,1.6205795991318779,2,60,t,0,220,0,0,4.86,4.88,4.9,4.89,4.9,4.91,4.8,t,93.38356164383562,93.38356164383562,6.050679139491247,2.0,3.0,2.8,0,0,0,0.0,0.0,1 bath,31.12785388127854,1.5,0.0,6.479383558498768
1466,"Venice, Italy",within a day,50.0,40.0,f,San Polo,3,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,3.0,5,45,t,3,7,0,0,4.57,4.71,3.57,5.0,5.0,5.0,4.57,f,250.76712328767124,250.76712328767124,7.297674904343396,5.0,5.0,0.12,3,3,252,173.17808219178082,69.04109589041096,2 baths,50.153424657534245,1.0,0.0,2.910140216415754
1467,"Lido, Italy",within an hour,100.0,97.0,t,Lido,1,"['email', 'phone']",t,"Lido, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,3,1125,t,1,163,21,0,4.98,4.97,4.98,4.97,5.0,4.9,4.9,f,104.32602739726028,104.32602739726028,17.46332127472614,2.0,4.0,2.08,6,36,126,35.865753424657534,34.52054794520548,1 bath,26.08150684931507,2.0,0.0,16.73917977172468
1468,"Venice, Italy",within an hour,100.0,100.0,t,Dorsoduro/Accademia,1,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,2,5,t,0,234,27,3,4.86,4.9,4.9,4.89,4.91,4.96,4.77,t,172.55616438356165,172.55616438356165,18.77074666342748,3.0,4.0,2.97,2,32,287,136.2,78.63013698630137,1.5 baths,43.13904109589041,1.3333333333333333,0.0,10.878050477352668
1469,"Venice, Italy",within a few hours,95.0,87.0,f,Cannaregio,8,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,7,60,t,1,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,149.0,149.0,0.0,4.0,5.0,1.09,1,1,1,0.40821917808219177,0.273972602739726,1 bath,29.8,1.25,0.0,0.0
1470,"Houston, TX",within a few hours,100.0,100.0,f,San Polo,1,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,3,29,t,0,195,28,3,4.77,4.85,4.81,4.88,4.86,4.95,4.78,t,137.16438356164383,137.16438356164383,12.093970092559715,4.0,4.0,2.5,0,0,74,27.726027397260275,20.273972602739725,1 bath,34.29109589041096,1.0,0.0,8.817135890910409
1471,"Venice, Italy",within an hour,100.0,100.0,f,Castello,1,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,2,1125,t,0,96,15,1,4.72,4.89,4.83,4.87,4.83,4.82,4.7,t,95.0,95.0,0.0,2.0,2.0,1.23,2,31,286,74.43835616438356,78.35616438356165,1 bath,47.5,1.0,0.0,0.0
1472,"Venice, Italy",within an hour,99.0,100.0,t,Cannaregio,52,"['email', 'phone', 'work_email']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,3,180,t,0,12,2,0,4.73,4.64,4.64,4.73,4.82,4.82,4.55,t,246.7013698630137,246.7013698630137,58.07087487809471,4.0,4.0,0.15,0,0,0,0.0,0.0,1 bath,61.675342465753424,1.0,0.0,23.538934911605814
1473,"Venice, Italy",within an hour,100.0,98.0,t,Castello,3,"['email', 'phone']",t,"Venice, Veneto, Italy",Private room in rental unit,Private room,1.0,2,4,t,1,73,0,0,4.89,4.96,5.0,5.0,4.99,4.94,4.87,f,130.0,130.0,0.0,1.0,2.0,0.93,13,43,223,79.42465753424658,61.09589041095891,1.5 baths,65.0,2.0,0.0,0.0
1474,"Venice, Italy",within an hour,100.0,95.0,t,host neighbourhood not available,3,"['email', 'phone']",f,neighbourhood not available,Private room in bed and breakfast,Private room,1.0,3,1125,t,0,12,7,3,4.83,5.0,5.0,5.0,5.0,4.75,4.92,t,65.0,65.0,0.0,2.0,2.0,0.16,13,43,84,14.95890410958904,23.013698630136986,1 bath,32.5,1.0,0.0,0.0
1475,"Venice, Italy",response not available,96.16273880909218,93.0969346598548,f,San Marco,1,"['email', 'phone']",f,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,3,30,t,0,35,0,0,4.83,4.94,4.94,4.83,4.97,5.0,4.74,t,100.0,100.0,0.0,3.0,4.0,0.46,0,0,0,0.0,0.0,1 bath,25.0,1.3333333333333333,0.0,0.0
1476,"Venice, Italy",within a few hours,100.0,96.0,t,host neighbourhood not available,3,"['email', 'phone']",t,"MESTRE , Venezia, Italy",Entire rental unit,Entire home/apt,3.0,4,30,t,0,126,7,1,4.76,4.89,4.84,4.89,4.86,4.82,4.76,f,110.36164383561643,110.36164383561643,21.00629569507301,6.0,6.0,1.63,16,46,226,65.67671232876712,61.917808219178085,2 baths,18.393607305936072,1.0,0.0,19.034054735866267
1477,"Legnano, Italy",within an hour,100.0,97.0,f,San Marco,8,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,3,1125,t,3,52,0,0,4.74,4.78,4.74,4.86,4.72,4.94,4.7,f,208.37534246575342,208.37534246575342,23.974206496751428,4.0,6.0,0.66,5,16,275,159.14246575342466,75.34246575342466,1 bath,34.729223744292234,1.5,0.0,11.505299145791014
1478,"Venice, Italy",within an hour,100.0,100.0,t,Cannaregio,4,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,2,1125,t,0,485,81,12,4.92,4.94,4.94,4.96,4.95,4.91,4.84,t,133.8082191780822,133.8082191780822,7.339224616661257,2.0,4.0,6.15,6,36,309,115.28767123287672,84.65753424657534,1 bath,33.45205479452055,2.0,0.0,5.484883261837344
1479,"Venice, Italy",within an hour,100.0,100.0,t,Cannaregio,1,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,2,30,t,0,364,66,5,4.91,4.95,4.98,4.94,4.92,4.9,4.81,t,124.38630136986302,124.38630136986302,10.379678411199247,2.0,3.0,4.64,9,39,129,42.48219178082192,35.342465753424655,1 bath,41.46210045662101,1.5,0.0,8.344711834734312
1480,"Venice, Italy",within an hour,100.0,100.0,t,Cannaregio,28,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,2,29,t,14,26,20,3,4.73,4.88,4.88,4.96,5.0,4.96,4.69,t,131.9972602739726,131.9972602739726,62.43719915745038,3.0,4.0,0.35,37,37,37,26.76164383561644,10.136986301369863,1 bath,32.99931506849315,1.3333333333333333,0.0,47.301890227006346
1481,"Padua, Italy",within an hour,100.0,100.0,f,Cannaregio,80,"['email', 'phone', 'work_email']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,3.0,1,1125,t,6,166,28,3,4.45,4.64,4.7,4.65,4.67,4.56,4.52,t,99.48493150684932,99.48493150684932,11.307778019809884,6.0,8.0,2.12,21,46,302,81.46849315068494,82.73972602739727,1 bath,12.435616438356165,1.3333333333333333,0.0,11.366322365142672
1482,"Venice, Italy",within an hour,100.0,100.0,t,San Polo,2,"['email', 'phone']",t,"Venice, Veneto, Italy",Private room in rental unit,Private room,1.0,3,1125,t,3,342,56,5,4.94,4.97,4.99,4.97,4.97,4.99,4.91,t,82.43835616438356,82.43835616438356,9.94902709552667,3.0,3.0,4.38,8,35,303,68.15068493150685,83.01369863013699,1.5 baths,27.47945205479452,1.0,0.0,12.068444299990809
